task_id,mean_abs_skewness,mean_abs_excess_kurtosis,mean_abs_pearson_correlation,mean_abs_spearman_correlation,nonlinearity_gain_median,nonlinearity_gain_mean,nonlinearity_gain_max,cdfm_mean_edge_probability,cdfm_mean_confidence,cdfm_mean_entropy,cdfm_mean_margin,cdfm_edge_density,cdfm_max_degree,cdfm_auto_threshold,cdfm_threshold_margin_mean,cdfm_threshold_margin_p10,cdfm_threshold_margin_p25,cdfm_threshold_near_frac_002,cdfm_threshold_near_frac_005,cdfm_bootstrap_disagreement,cdfm_bootstrap_edge_jaccard,cdfm_bootstrap_probability_drift_mean,cdfm_bootstrap_probability_drift_p90,cdfm_bootstrap_threshold_std,cdfm_bootstrap_threshold_crossing_rate
final_quadratic_exponential_007,4.269218844715832,67.87655032431866,0.18575987113542572,0.09003708390375056,0.08759878654547074,0.09162360887470052,0.4173350310849377,0.31951044617903346,0.8423812963322472,0.36269318490962527,0.3423812963322473,0.2,5.0,0.7020343487128103,0.44865610620468555,0.12144242027689969,0.24550446239125084,0.022222222222222223,0.044444444444444446,0.05555555555555555,0.7575757575757576,0.07865556456735245,0.20040842604682435,0.019193206857161915,0.05555555555555555
final_quadratic_exponential_008,2.937586568694882,31.484801129773007,0.16156447899831716,0.10990592030592033,0.04709340655375395,0.041961766246108465,0.28298517674451173,0.38149348927368254,0.7746616006187577,0.46944991148103793,0.27466160061875755,0.18888888888888888,6.0,0.6546435124060627,0.354020390915205,0.10460370285336852,0.21779829466459721,0.022222222222222223,0.022222222222222223,0.15555555555555556,0.5409090909090909,0.1251557517496984,0.2665066040812205,0.04302688006877464,0.15555555555555556
final_quadratic_exponential_009,1.9853412238438217,10.12841059325535,0.13938609438771749,0.09146438933105598,0.0898155509791084,0.10085757890575646,0.38471688886610517,0.23804365988300838,0.8820665058922854,0.31392863609426586,0.3820665058922856,0.12222222222222222,4.0,0.7906330269387397,0.5853503125454227,0.15869930718027228,0.4988519931364978,0.0,0.022222222222222223,0.02777777777777778,0.8044871794871795,0.0800078494281237,0.20690858670509094,0.00543266385619362,0.02777777777777778
final_quadratic_exponential_010,2.6949477869842458,24.481287800408744,0.24161327564447113,0.12870943484276817,0.10593083747585434,0.061207446447382394,0.33669632595143245,0.2603184512733676,0.8757413494305969,0.3053549382188415,0.3757413494305968,0.12222222222222222,5.0,0.7707905211686195,0.553528797538212,0.1850187875088341,0.4286077052459607,0.03333333333333333,0.03333333333333333,0.022222222222222223,0.8397435897435898,0.07916593869676525,0.1945682152004634,0.007788540075206907,0.022222222222222223
final_quadratic_exponential_011,2.5822824691320823,18.38366924492487,0.1225656296479066,0.09401764255097587,-0.0066754446927729276,0.020222799429801923,0.229899334795561,0.2295284930705123,0.8745071938979901,0.31477981486996365,0.3745071938979903,0.1,3.0,0.8010120565913975,0.6000807023525793,0.18094432209785752,0.5231024433435065,0.0,0.022222222222222223,0.03333333333333333,0.7386363636363636,0.07580004053399776,0.18042225329430261,0.01036511342554558,0.03333333333333333
final_quadratic_exponential_012,3.0831180240467893,31.96952115357027,0.17338427092360353,0.0850927061789961,0.16080862128674694,0.1353862812137286,0.2686061551327954,0.2860258987155138,0.8340197225967926,0.40111494958862826,0.3340197225967926,0.12222222222222222,5.0,0.7595385331542353,0.5198461964538436,0.21457109531082996,0.44827127829430397,0.0,0.011111111111111112,0.04444444444444444,0.717948717948718,0.11398765094364086,0.25842464688172717,0.03590542903936944,0.04444444444444444
final_quadratic_exponential_013,3.1730607804818574,34.439193605727716,0.24891493242455706,0.15136000149333487,0.08669533432776211,0.0845673745322847,0.45011608840293105,0.4195194684633842,0.767551851249041,0.49637854283621935,0.26755185124904096,0.2777777777777778,8.0,0.6258569780323845,0.3175932307706777,0.09443783646438644,0.22471371733585582,0.022222222222222223,0.03333333333333333,0.04444444444444444,0.8461538461538461,0.08287969395361519,0.16951803373139668,0.018054257037795785,0.04444444444444444
final_quadratic_exponential_014,1.7356166378532083,13.512171441483364,0.14924901389903017,0.11101047687714356,0.10792149728928957,0.09211250117220449,0.37926662914913284,0.3786888960938906,0.816246414337107,0.41821416068951733,0.31624641433710676,0.2777777777777778,8.0,0.6198018079264889,0.36161224492853195,0.11328498210366829,0.2361189829448176,0.022222222222222223,0.05555555555555555,0.07222222222222223,0.7779156327543424,0.08925668194442957,0.2172902957206561,0.025588406558301413,0.07222222222222223
final_quadratic_exponential_015,1.2651364211032472,7.119563246817518,0.1782783289314122,0.15990194043527378,0.09417123481418649,0.1236254410534657,0.43194107367262685,0.3859723738224542,0.8281261891276227,0.39616151335156097,0.3281261891276228,0.3,9.0,0.6582824885835199,0.3800006883687968,0.08194921196707265,0.21761410219722918,0.022222222222222223,0.06666666666666667,0.10555555555555556,0.678735632183908,0.09798599875391206,0.21367078075860463,0.004238735901706203,0.10555555555555556
final_quadratic_exponential_016,2.2653786488098486,13.075921812165245,0.20012505089962707,0.12754391474391474,0.11124134694218585,0.1106157653546572,0.3360618651032236,0.32206829454310143,0.8007510852886223,0.42944285831191503,0.30075108528862216,0.12222222222222222,5.0,0.7133483391550154,0.43859437531336265,0.14132975756213823,0.25326218575048376,0.0,0.022222222222222223,0.03888888888888889,0.7595238095238095,0.09193713471279752,0.21786695028977973,0.012368415429360569,0.03888888888888889
final_quadratic_exponential_017,1.8864110199101052,7.482236448399147,0.12461655033483954,0.09249314529314528,0.04032085883867286,0.06773753860062379,0.38620521124412044,0.2941026663302755,0.8298273615585805,0.4068968005117129,0.32982736155858056,0.14444444444444443,5.0,0.714196090523802,0.4692485226651474,0.1360413436589954,0.32238078782910085,0.011111111111111112,0.011111111111111112,0.044444444444444446,0.7285067873303167,0.06763781620583252,0.17716159015765248,0.036013884367936955,0.044444444444444446
final_quadratic_exponential_018,4.5847293033315335,72.70565049256975,0.1938953208220863,0.10169315395982063,0.07049699816879487,0.08086659975080511,0.37825851061224536,0.3627598818589632,0.8228447124922366,0.4007699842468948,0.3228447124922363,0.24444444444444444,6.0,0.6398620031062635,0.381651509344801,0.11881890971463983,0.22037276045057008,0.022222222222222223,0.044444444444444446,0.06111111111111111,0.788888888888889,0.08487106664779248,0.17945645415257885,0.023796617631593853,0.06111111111111111
final_quadratic_exponential_019,3.4422637419219404,54.75389766015432,0.13030296823245482,0.08248391421724756,0.056998744309289265,0.0736947162068404,0.4389099947861337,0.30830075691237296,0.8323962579422959,0.39596396262601125,0.3323962579422959,0.16666666666666666,8.0,0.7204643136742033,0.4685197480036457,0.1565632782953534,0.28332558881839187,0.011111111111111112,0.03333333333333333,0.03888888888888889,0.8065015479876161,0.10058253766887898,0.22894144861963872,0.01590920453757827,0.03888888888888889
